id,PM2_5_next_hour
AQ_E66F69C3833E,10.464956
AQ_0A40AB3BCEDF,9.6251335
AQ_F9954886357F,8.391897
AQ_CD4B245A5FAC,9.773119
AQ_F51F5EFAD5AA,9.073991
AQ_618ABDEED426,8.492209
AQ_DC6D6524C19C,12.237362
AQ_AB8C45A30E56,13.427173
AQ_30C1D0222491,17.497246
AQ_C6B554966934,20.498291
AQ_3AE89693EE5D,23.952517
AQ_54069930F4B2,21.971657
AQ_18F405160E1F,25.040627
AQ_E52F3CCC8EFA,28.865236
AQ_DED0410C90CC,32.43787
AQ_FD65E93D03DA,38.232506
AQ_F0E6DD40A1E8,39.560997
AQ_763BB84186F0,44.927372
AQ_5EC438273624,51.319283
AQ_C2C27620E7F5,58.73587
AQ_BCE6A6DBB9A9,65.99739
AQ_138824680CCB,69.44363
AQ_D0F550CB8F2B,84.28863
AQ_0CC4E675EBE3,101.19905
AQ_D8BE91C9BA30,112.825226
AQ_B3369D1223C1,125.86905
AQ_6D0CB512D38C,134.7295
AQ_17AB2778D687,139.55115
AQ_82B2771036E6,149.61853
AQ_719C0B9F5DB4,146.04582
AQ_219D3533FD14,127.411
AQ_80394B54BD8D,86.88025
AQ_7D20F82F0280,57.587585
AQ_8525AA6D5D26,53.394318
AQ_4D9AF5DB15D3,34.5883
AQ_585A4FE612F9,27.572279
AQ_394897879A11,30.738174
AQ_75EC650E421C,34.262398
AQ_20BAEE044C12,41.73981
AQ_00C394B75AA7,73.08563
AQ_43555B92A051,39.70336
AQ_BE87E8A129A5,23.340824
AQ_872FA0C7BAE8,24.192085
AQ_4D976FE05BD4,25.224384
AQ_C4036242F76A,25.84652
AQ_0F8A36D7BF38,26.26962
AQ_4C9AC9F1D2E4,22.70532
AQ_6EBCE9F77AF0,27.64523
AQ_11AE6D5BCDD6,28.719244
AQ_B03366245BDF,26.777328
AQ_C5272534C06A,31.096684
AQ_07011B38BACB,31.898052
AQ_122F226847C1,29.454027
AQ_80396BCC0A1A,23.459229
AQ_0CDDE56F5EEE,13.361233
AQ_5B4A0A2C0E73,5.64956
AQ_80ACD40EE3DB,12.327568
AQ_1016580D01FA,7.8611298
AQ_7942CD8C024F,10.516409
AQ_D8C9E85C639C,9.473873
AQ_E6515F3A30C5,12.054648
AQ_CA68930C5908,26.553009
AQ_A80CE5CE8CAE,33.77696
AQ_D79DD2C21B19,35.30482
AQ_7EF59029691A,33.25682
AQ_3D36ED888ECC,34.47116
AQ_6172390217AC,36.828003
AQ_135FFC6266EF,24.854084
AQ_D7E9F74078F9,21.733109
AQ_DC15495CFBB5,14.43516
AQ_A706FD32892E,14.471934
AQ_F34C782A4DFD,14.445879
AQ_E1615CB17A09,16.479118
AQ_1F58A0A14FA6,16.155382
AQ_7891251BF007,17.622894
AQ_9EE8990458F0,17.553724
AQ_30D342A57012,17.949308
AQ_F34CA317CB28,12.686579
AQ_EF81E0917E24,12.358238
AQ_E0E3C22B7828,14.982952
AQ_B401AA1427E0,6.1106977
AQ_D34D994A28C4,2.6179922
AQ_7261832378BE,36.92254
AQ_5BBA17D00B28,53.366653
AQ_B7B9F829B0C7,64.19013
AQ_271E5EC851D3,72.61512
AQ_5996498E6D00,78.9756
AQ_12B6A11D6062,37.70056
AQ_FCE37CF85C6E,56.64627
AQ_00EDD0DB43AE,54.75329
AQ_1336D137A8BF,16.002983
AQ_292E2DF6743B,20.579092
AQ_F4B977025F22,16.014673
AQ_4F901F5DB11A,16.872936
AQ_2C4774A2009C,19.613121
AQ_8C71E3B3EC58,19.798351
AQ_B3E881E91DD1,22.975128
AQ_06CFE60EBA53,23.592243
AQ_AD8DB3E799AE,22.892788
AQ_4D209C9844CF,20.072317
AQ_A1851B997A4A,26.13961
AQ_A6EBCCF68152,32.038456
AQ_5E244784F0EA,37.887558
AQ_2A38729FC955,25.23618
AQ_92F96BE80795,17.139458
AQ_8222AB7B68F0,18.321262
AQ_0C13EF6B6E8A,16.981586
AQ_889EF6999C21,11.738766
AQ_0787BC7380F6,13.997436
AQ_97280DC6D28C,6.174494
AQ_F86CC5CC3993,6.3622613
AQ_0C5EC7A3E642,11.806314
AQ_A5FC69B7D8BA,14.911911
AQ_EE22D7117C2C,19.95318
AQ_1A8CF80827FA,25.460165
AQ_864A6EAFC770,27.976015
AQ_95A926B701C2,29.711565
AQ_71A02E2E7163,32.84859
AQ_E04AFDED1997,30.337284
AQ_08FAF8D170D9,35.97248
AQ_A51FC49D29F7,29.937199
AQ_126989CDF8B8,21.03949
AQ_0C52311D11D0,18.546988
AQ_C24183F9A50E,17.286785
AQ_9A6B218DCE76,18.483011
AQ_F42E9E1B7785,22.530413
AQ_AA842FA61F17,17.978558
AQ_4FC03FBF2C30,18.809483
AQ_BD16BEE5888A,22.66473
AQ_B23889599CF6,12.235256
AQ_DAEC8734F474,8.403122
AQ_B69F12CCA80B,6.6168404
AQ_6BF56F40FB26,9.12735
AQ_C4A28F88A317,10.363905
AQ_1795BEC08346,7.8527775
AQ_5EBBEDCD7273,8.407057
AQ_49F60FABC978,8.2205
AQ_039C812D2C00,9.08602
AQ_96B145661DE8,15.095926
AQ_18CA7CEA2A4B,21.244549
AQ_1B5A948E5EAB,23.152557
AQ_65D605769769,25.101162
AQ_BA3520C8A24D,17.920067
AQ_28750E6EFE22,20.226673
AQ_EFFDD8E9241B,15.935829
AQ_8804E5F94DFE,14.284584
AQ_3D1E410D74EA,11.60352
AQ_0C0E1DA0E365,12.91147
AQ_D1897814F171,11.697769
AQ_B39478E68469,11.928871
AQ_0FD10C08F355,11.616297
AQ_F03077EA7030,11.532055
AQ_70B54FCB1C87,10.106373
AQ_729438548BEE,9.302865
AQ_EDBD199E9499,8.059572
AQ_F72B34E977C5,6.417409
AQ_9A755986454C,8.198775
AQ_E8EE4CFEA8D5,7.113655
AQ_6D7AF109B1BA,10.480162
AQ_6C029CEA3884,12.714044
AQ_73406D282988,18.356855
AQ_3F7392E98D48,19.548195
AQ_65B46C752932,20.345707
AQ_7C66509F78B6,22.330212
AQ_7D36DCCE22E3,23.857544
AQ_C32BAE0920DF,28.966244
AQ_97F7EB5937CD,56.191704
AQ_C61B6CA60591,92.284744
AQ_FDCD521A9DC1,111.40828
AQ_97F7A8C1B761,61.306145
AQ_4C827FB5F1E7,18.429811
AQ_195117DE57E5,16.194725
AQ_130DBBFF4AEB,24.508991
AQ_0203A5213BA5,27.239763
AQ_244B71593F21,26.706581
AQ_8B74D5EE117D,27.321743
AQ_0376171749B6,21.7465
AQ_FD5A227A1FD6,18.645283
AQ_4678EF214A01,19.829235
AQ_16B1F149C605,19.9122
AQ_7A6096462192,20.378368
AQ_729D0480DD92,22.246693
AQ_44AFCFD26020,26.499136
AQ_5A17959DEBEB,27.364014
AQ_49AE455C8C2E,25.087204
AQ_8AC7A5031B95,30.581676
AQ_533AB076942D,39.38089
AQ_909C972C287A,36.4327
AQ_03FF15F0AE10,25.609125
AQ_2928C8A6EE51,26.300491
AQ_7DF378C68D6F,19.3937
AQ_24C9D1EC4A2A,18.286911
AQ_724A3CC518DE,23.447119
AQ_6F7995D9E66E,24.236256
AQ_17A00EF964A2,29.657024
AQ_EBF33B180440,26.313087
AQ_7601C2AFB5BA,24.808613
AQ_69975CCF70F6,27.288685
AQ_A32613BDA740,26.2067
AQ_8FE33B7895A6,29.992432
AQ_A80928D33919,27.751513
AQ_6A838551FCE1,26.125877
AQ_697E26CF5D78,25.94445
AQ_29030C69F3A5,20.859766
AQ_378429EA76FB,21.390108
AQ_75502A168FF0,25.671062
AQ_8D3810E19DAE,24.461063
AQ_0AAF80631607,31.333933
AQ_250E3192B6CC,36.901535
AQ_D7343549203D,35.79888
AQ_7734D4DABD49,39.832344
AQ_61398C4BE62E,42.348255
AQ_BDC81C91243A,50.45411
AQ_D95669DD14DF,52.79596
AQ_25904B9E103D,52.758503
AQ_F7D0EB936669,52.13329
AQ_6135738576E8,49.51626
AQ_E0DC6D4A433B,55.925232
AQ_EA70F4E2BBB3,59.89701
AQ_0ADF10F83994,61.09189
AQ_D8E47E8FFFF2,69.84158
AQ_4670DD0D85C0,75.7452
AQ_2FAA1E245605,92.25585
AQ_7B88BF198056,108.673386
AQ_189E4830901F,118.084564
AQ_B8F6667A8496,122.46751
AQ_32544F19DC47,128.48886
AQ_EF84E1D6A627,134.58963
AQ_F858ECE92D9C,143.55579
AQ_D638B66954BA,149.32724
AQ_8002B664EFB7,97.70492
AQ_41047136D48A,87.91023
AQ_7AE59DF2EB33,78.47339
AQ_6FB8177D3104,70.450356
AQ_0940BDA29F04,70.06618
AQ_37E52295FB71,78.23564
AQ_AC65EF60859D,89.1012
AQ_B03B3E462E03,96.44406
AQ_2C60BFF17077,105.74242
AQ_2D41C37485FD,97.12576
AQ_03E3F8544744,98.92541
AQ_AB6FCA18B57C,106.331116
AQ_F39F19A7F1CE,123.799355
AQ_2A8015B1E7AF,121.881195
AQ_CDF1394DEC0C,119.19581
AQ_42D57F79659F,119.752426
AQ_82E6BB42E239,133.32979
AQ_5BEECBA76DB7,142.81705
AQ_9818F7A13FE3,156.72644
AQ_F281B92D61A7,155.54175
AQ_FC3BBBF35ECC,151.45428
AQ_D89ABEDBA011,91.27945
AQ_F548D3F506C4,77.56758
AQ_82210355CA17,75.317215
AQ_E48D4114F900,67.29514
AQ_689CF4259FEF,69.80429
AQ_25CF6CE0E0BB,88.68578
AQ_14D36BD8E87F,85.606155
AQ_9BAC26DDE64E,74.4669
AQ_1D641E53AAFE,52.90853
AQ_CB2C629D47C4,34.038292
AQ_A68305420F54,35.44863
AQ_B69B52AB767F,41.07721
AQ_9B771984DE39,37.110138
AQ_AA321B88A07E,39.02968
AQ_401DF8C94333,41.152588
AQ_3099A0BDB9C8,48.26643
AQ_3AEB6CC28B1B,48.198315
AQ_2E300D276BC2,40.516228
AQ_03322D6B286E,40.313084
AQ_036F858E6C41,50.907654
AQ_653D84A54103,58.628616
AQ_27CE7A1C6795,58.284264
AQ_441278FF8B54,60.51894
AQ_932D297E410E,56.515923
AQ_BEE864456A49,46.01837
AQ_912341C2D893,44.502014
AQ_977C74CFA399,35.45043
AQ_4F32F45124C5,33.356827
AQ_BDC98CD6F57E,52.279457
AQ_67246226FC32,77.131775
AQ_9C954E0F4F2A,87.24681
AQ_78282D43CA83,101.83554
AQ_E02504EEC1FC,116.81436
AQ_9FF929E1239C,138.06412
AQ_58C1EC36DF17,152.13882
AQ_1630D1F0D0E5,162.21704
AQ_66A864A1A0F9,165.52576
AQ_8616D1262B36,158.79227
AQ_412BB5B42FB4,116.06894
AQ_84F05279936B,119.36676
AQ_FC7A1411396B,135.9939
AQ_51B0801F4D25,143.90031
AQ_51A34A5F4785,140.53723
AQ_7712DFEA22BD,135.99828
AQ_AD75ED32A0E7,152.93814
AQ_B7C5571F72D9,175.98782
AQ_6FE71427D0C4,186.90277
AQ_9162BCB1D737,195.11655
AQ_7C6E804C044E,178.46884
AQ_99251955FB67,173.039
AQ_E1754FE998A1,149.67143
AQ_81F0149FD5B2,138.07854
AQ_D70DA4CA59F9,126.4975
AQ_696B634579C5,135.45566
AQ_743D9DFAC340,134.43051
AQ_FD5AA942B0DC,25.44643
AQ_F162AA1C4390,23.997112
AQ_F343BAF83CE1,25.88927
AQ_0F3F95ECD192,39.123333
AQ_D2408046FE67,49.864025
AQ_8097539F5F4F,57.191246
AQ_74BD7B552292,66.37964
AQ_DBC70B929B1C,65.111465
AQ_13FC82B73FB2,68.930595
AQ_79AAA64C7027,68.56168
AQ_405F1987C4F9,72.437515
AQ_67B1A7EB39B1,65.361496
AQ_6D2F6791BBC0,33.732037
AQ_50038F1A67A6,33.175957
AQ_2E0C419BEC68,29.577429
AQ_EEED3AFACE14,27.262295
AQ_5EDB7263A0DD,19.589203
AQ_DD1171EB1D62,16.842926
AQ_A565A98C0041,16.22753
AQ_884DBCCB90C2,21.157286
AQ_90B229E0E9BC,27.913555
AQ_95E40031EB5D,27.537346
AQ_A2184931ECB4,29.708664
AQ_6BFF72665397,31.296528
AQ_094EB3D85173,34.336365
AQ_74D20AAF0B17,35.455685
AQ_101E77C74596,25.487267
AQ_BE6DA3701EBF,25.223179
AQ_A05BB8869F62,22.289713
AQ_E28351511EDA,23.614174
AQ_BD03DC65F4E7,20.463932
AQ_023FE99B672B,18.011448
AQ_50E8774C832E,19.800896
AQ_CE108C6A139B,20.004797
AQ_8D7133FFD055,21.508434
AQ_856A30D9DDCF,19.520954
AQ_A5376BEE812C,20.788084
AQ_796DE49434CA,23.18061
AQ_798CB8809C04,24.74105
AQ_B3655B1A1F61,22.910448
AQ_B383D9E30690,21.879383
AQ_3595FF29DED5,18.011158
AQ_7D44A270C5A6,19.436787
AQ_085CF8A949E8,17.01839
AQ_3BAD19DC8E69,8.748552
AQ_717E71617210,6.763155
AQ_CAFA42E585FD,11.016354
AQ_C3D24DCCDCB4,13.444231
AQ_8021D9E00D73,11.68269
AQ_09C317FBA1F7,15.939638
AQ_4BB2FD591A85,14.610387
AQ_2232732CAF32,13.327383
AQ_590C993F14EB,11.3281975
AQ_FF6EA9CB0A2C,11.018276
AQ_C1B2928C6C68,9.023779
AQ_86365064C19A,9.658627
AQ_D71312C28ABC,7.6553307
AQ_5B1A97CC69BA,8.029486
AQ_658B67ABDAED,5.8137703
AQ_99518AD151DA,4.5533566
AQ_B7260919E7C1,9.823841
AQ_855067A8D4A0,10.565932
AQ_B694FC7BD100,8.435009
AQ_03923E8C80B7,4.9789047
AQ_05F5C51C2E7E,4.3869
AQ_DF5F8C1E9B4B,5.0546827
AQ_7EB79950748A,4.954831
AQ_3A7EC0849113,7.226551
AQ_15305E74B26B,7.6508265
AQ_D27797478F35,4.437419
AQ_C8BC9F366A35,6.308231
AQ_A2F5D68ED52A,11.22899
AQ_06FB2DF12507,23.63552
AQ_B866FFE7F8E9,24.624868
AQ_CDD6D85C59F1,25.149858
AQ_36EAB6DA07F9,29.863323
AQ_2BCC52AF98F9,30.553131
AQ_9B2446B763AE,26.614784
AQ_6778ABE747FD,26.841404
AQ_3533DE22E9F2,18.738491
AQ_42DCEFB2D831,15.840172
AQ_3985C802365C,9.445958
AQ_AEB35DBA6C48,10.028412
AQ_D82A68BB94E4,15.373474
AQ_D07DC63F85B5,17.660315
AQ_23FC7DAC3B82,14.3547735
AQ_A2957F6E02D4,14.7312
AQ_CD601288E8BB,16.163708
AQ_26BC07A82B0C,13.251936
AQ_CE3AB5777A9F,12.240541
AQ_4AB45ABF9664,9.822829
AQ_5EE0AE1D2969,13.403391
AQ_75D1DCBF502E,15.478203
AQ_0C76C58A4A98,16.109035
AQ_E148D0FC8593,18.074291
AQ_15A0FBAE7491,24.373524
AQ_1EFB6AECD8DE,24.664413
AQ_39219C7BAF54,35.640793
AQ_6ADF48C4A6B1,40.849953
AQ_BCEB2A26143A,43.13997
AQ_0D946D0C8730,49.47444
AQ_78AD1491A4F7,47.501476
AQ_8DB3F3515DFC,50.597214
AQ_4A8C95205F39,64.34663
AQ_EB21DEB10DA6,61.552128
AQ_904899EFC3DC,52.37114
AQ_78C5AEF350A6,42.316208
AQ_04BA57BE8913,42.85823
AQ_77453EC95026,48.150772
AQ_0448E15D5734,52.623615
AQ_74F4F081ACCA,54.37243
AQ_D47418255C85,59.626057
AQ_C3ECF7CC31A1,66.48242
AQ_BE92B608A7AC,59.460205
AQ_9D4C8794D70A,60.334354
AQ_EB68015E8793,73.65284
AQ_05EDE2B8DAC1,76.745026
AQ_163015EFA2E9,74.62392
AQ_7CCA06223805,71.07879
AQ_32E9345AFD23,65.7265
AQ_B9FBF9E85028,50.680565
AQ_CA281CFCBCF5,52.197063
AQ_5B6BA30F89C2,58.479782
AQ_4B8C697611D3,70.83249
AQ_7F36DB4B764A,82.81135
AQ_743F1B06AE69,83.10428
AQ_08A951C41441,85.24555
AQ_A1C3A297BA04,84.412994
AQ_243D8E02B2DF,82.31897
AQ_8499583F5776,82.62509
AQ_7A64BCC919DE,84.40445
AQ_43483B828295,87.58003
AQ_1E827B1A1D9D,86.689316
AQ_629C6B13F6B7,79.978165
AQ_34D83D587550,76.00273
AQ_5B4B2899D892,83.040634
AQ_534985ACD470,89.02362
AQ_AE78CE62E4DF,94.04514
AQ_7C4FEEDB1908,99.6979
AQ_C59C66CD61C1,105.91789
AQ_32679D787FEC,100.95643
AQ_470293C6A3AF,103.04042
AQ_D83A3C58D87D,110.34128
AQ_5AE254EFB083,110.5999
AQ_943F83D3511B,110.34515
AQ_393DFE79E574,115.3233
AQ_EE4F217F77D6,119.02931
AQ_B4D8E788DE20,138.49138
AQ_088CF8A2BC09,115.52852
AQ_73DDC76B198D,105.77784
AQ_97EBE91EF374,111.52034
AQ_F3218B401BC9,115.61912
AQ_71DAE43D9357,135.00623
AQ_1A929042D014,138.1175
AQ_9D573BF83110,141.06802
AQ_F1BC3582CEDD,148.60355
AQ_1BEDE2483BF5,156.77516
AQ_2971FE47ABB4,144.51202
AQ_3CE19422C886,132.93823
AQ_8625C162DB8F,127.79637
AQ_13F917AFB28B,137.20464
AQ_79FBFC5B52FD,149.71771
AQ_6FED3AEAF4F9,150.52118
AQ_E23F01316B24,136.56992
AQ_F04E5C8B96CE,114.36819
AQ_F48DBE6B5253,112.1734
AQ_49E77754C518,120.076584
AQ_00F08ACE8F3A,146.74771
AQ_486ADDC8C3D4,166.70328
AQ_3EF67E30C483,174.28723
AQ_A64BAFB470AA,171.97661
AQ_7EDC6B043EA1,153.94684
AQ_92DA950478CA,48.052254
AQ_11525CCC96B3,23.500317
AQ_8770E5DE995A,19.883486
AQ_F8C90EAEDCD0,22.042023
AQ_E32E16268495,26.428131
AQ_8C9D30CF7A83,25.7897
AQ_7B80BDEBD68B,36.6039
AQ_1F6C08D5D9AA,34.581573
AQ_496D894C712F,44.801414
AQ_5C8CC36989D5,56.310028
AQ_5A916B456A2E,81.50694
AQ_FEECA02490E1,111.21387
AQ_F0324E2BE15B,129.85924
AQ_87BFFB07FEA7,153.52951
AQ_A3ED7E1A8921,162.54446
AQ_0748B71C0768,172.7374
AQ_CD10ABA0C067,180.76505
AQ_51E10FAA6A0F,189.93076
AQ_F12415BDAC76,214.82504
AQ_FA01865AFD6C,210.14468
AQ_E568559A1C98,210.51062
AQ_294097373D48,212.08421
AQ_5EB4D4BFB0A5,217.69252
AQ_0B6E495D9E10,232.19023
AQ_1DF82CAD85E5,231.29893
AQ_C5D0AFDA3513,223.11726
AQ_FC97BCEDC344,212.9137
AQ_000DFBC5D332,199.93854
AQ_5DE1AD2C667F,182.58313
AQ_7EFA070075F1,173.08383
AQ_3D11524D1DEF,162.22662
AQ_78DFBE114624,134.53676
AQ_9B30708C1A11,125.19987
AQ_7A54248FD501,123.89075
AQ_CCE442E0776E,125.61627
AQ_5E09296C255E,134.50208
AQ_1B97C18DEDF7,128.5379
AQ_AEDAE20AD729,134.65457
AQ_7CFD52C33266,156.20189
AQ_46C450C3DC1E,157.3399
AQ_18B639733A13,160.80847
AQ_59A657DADDEC,163.11328
AQ_7F978834DDBB,168.53445
AQ_9003182C9392,143.98087
AQ_9FDCFA84ECF5,105.72473
AQ_9084EB2D73B5,90.27391
AQ_2A56F8141A1F,85.322784
AQ_5A33990E6ACE,76.15502
AQ_1BD87DE72604,83.57379
AQ_054C19A3D8B9,34.299057
AQ_1C714BEBA199,20.786404
AQ_F4ED990AB590,24.592625
AQ_9BD45DCF1413,26.085903
AQ_77B41F7E1858,27.020779
AQ_139CD731FCDE,28.995094
AQ_AC48615AC086,33.24288
AQ_F1B0D4FC08FE,36.857582
AQ_5E161766FBFE,45.189972
AQ_49760EACF396,48.517616
AQ_18B7F08596E3,47.524445
AQ_8CBE19628DEE,57.209015
AQ_3D3BD420E020,52.348076
AQ_2C85D96D645D,64.857704
AQ_2E17250F8D70,70.973175
AQ_EEE4FE74654A,70.84444
AQ_45EE978C8E23,71.19635
AQ_00474A20F32E,81.88252
AQ_2C5E890910CB,89.37987
AQ_339E6ADAD1DF,94.628235
AQ_C6AA8FA7967A,88.43504
AQ_F40BFE08A1E4,84.4806
AQ_956DA5915717,88.57794
AQ_E1443038C30B,87.90717
AQ_1C63C0B0AEC4,85.14488
AQ_4DA1A5109993,71.50563
AQ_73B3B5AD46F0,20.41552
AQ_51F62225A9B1,13.56664
AQ_8C81B5A3479D,7.383982
AQ_5AFE10F370C0,8.697156
AQ_908656FEBDD9,9.585836
AQ_E31349705FF0,5.029875
AQ_5E517AA86EF5,6.7990665
AQ_10CF11A22083,5.865879
AQ_8B4B9DF45095,4.754984
AQ_3BCA53330D02,4.864938
AQ_BB18BC139CCC,9.034838
AQ_D5ECB90AE0A9,3.2986844
AQ_3E1C70F5A8EB,10.937164
AQ_29B61421AA28,11.060106
AQ_D7423B6071BA,13.465536
AQ_FF5605EC4F05,10.481238
AQ_FAABE265424E,7.91356
AQ_7D0B6D3EB3A7,8.414444
AQ_12B4F237EF54,8.162694
AQ_A06F258C6799,8.26293
AQ_D1C3FEA229FE,9.753389
AQ_A8039A7DD98B,9.7051735
AQ_945AE8F6834E,10.357222
AQ_DE723E13CB36,11.410955
AQ_C4962DB6F79F,10.285051
AQ_B67DD8CA4F38,10.592756
AQ_CB48EFF3688A,5.909376
AQ_5B68B7AD9B1A,9.502448
AQ_7C9BF4C956EC,8.799373
AQ_7F8AB6253F28,8.061296
AQ_7719749A003A,9.8686495
AQ_8CE6CBE9D95B,8.778183
AQ_B87B326EFB00,9.698486
AQ_8F182B7E0012,9.403118
AQ_CFEDA02517FD,17.26919
AQ_B4ED95A33913,17.770992
AQ_FFC97D9BE038,28.93194
AQ_1E7252B11A8B,35.695595
AQ_97D9B8496146,46.029503
AQ_81C48F47C2F1,49.04265
AQ_4F1069569A1F,45.57083
AQ_EE88D02527CB,41.010704
AQ_22051921C47E,41.13178
AQ_579E7EDBD0CC,43.69644
AQ_0B5399CC6C6C,35.601627
AQ_6F78DF2A64A6,24.828224
AQ_3DAA313CEA4A,15.306206
AQ_152881055365,20.684525
AQ_815158096BDC,15.931106
AQ_27A12EDCC165,17.061996
AQ_A608910915A7,27.554285
AQ_9368409683A8,39.4538
AQ_C3C4F2002833,52.34326
AQ_1F6B908933AE,44.324738
AQ_DAD40005EF8B,36.103462
AQ_946C0A7ADD6B,39.923344
AQ_E41580938B2B,45.021706
AQ_3BD6CB2FB390,52.2006
AQ_58ADCA578B66,58.616302
AQ_7EBFDEB9D1E7,66.27533
AQ_816940913A75,74.24646
AQ_2445D01C1B58,79.7137
AQ_0949639B91BD,74.884186
AQ_9D1F1E10C3D0,92.466965
AQ_66B20723CB25,100.11107
AQ_94A5677184CE,82.15975
AQ_F74854E5D914,55.601868
AQ_C796DD14429E,56.306564
AQ_EB223B07C22C,62.038086
AQ_8162AE844820,64.02809
AQ_B27A936C1324,63.549816
AQ_8C2538C27415,60.449104
AQ_E6B2DBD77ABC,59.687695
AQ_C7CC34B346A7,67.58019
AQ_4BDE53CC0309,81.04237
AQ_68B5BC800745,80.89403
AQ_643ECD3FB704,80.284424
AQ_FD97CE1249E5,86.732956
AQ_660950415EEC,92.84655
AQ_52020D4ECEA4,100.79045
AQ_ABAB5EC98076,109.49522
AQ_5DE4B76ED7BA,103.577194
AQ_E6FD871ACDA1,108.39868
AQ_EE8C5F74BA8F,113.494095
AQ_4CC23662A035,121.79284
AQ_F7C2CAB39E73,129.208
AQ_97AADC5189B0,132.28818
AQ_AE1F7E5F1879,138.25012
AQ_A35ACF54DD96,140.72441
AQ_A9B797C383B7,137.16617
AQ_FFF8FBE75CB3,158.07498
AQ_4CAD2D2C1827,149.48817
AQ_96789F1F3D90,139.55727
AQ_F8A4BB8F9079,137.22728
AQ_74FC150A5380,145.64722
AQ_F15AB72B08EA,146.17706
AQ_B595F327A77F,147.83334
AQ_B82652F7C9C1,157.9804
AQ_552F893748EA,161.71509
AQ_DBA03B1990BD,162.7562
AQ_7C17871D755F,174.69427
AQ_33CD9F090B0C,195.87787
AQ_D87A9FE745FB,166.66403
AQ_E955653AE5CA,142.03497
AQ_52AE3B02A1E0,133.86243
AQ_3BC944F4AF84,128.6301
AQ_FEB8DDA23612,129.39386
AQ_DE8BAAC6B98E,134.04715
AQ_39F473783E75,140.4477
AQ_50231F246E97,154.65936
AQ_7D0E24F8621F,176.7698
AQ_81E8CC795A76,196.46509
AQ_3B359663CC13,207.9121
AQ_DBC7CCBEF09F,206.9073
AQ_A900DC9A79C4,201.00317
AQ_3946C58AEB17,188.88348
AQ_D5AB76EF5E94,177.6336
AQ_405BC071F445,155.0903
AQ_C19A6C5A63D1,158.45813
AQ_7D071210612F,171.53708
AQ_03E8AD6F4AAF,190.45523
AQ_2A8B3C2AEB81,182.1422
AQ_BBCD414ECC87,168.14171
AQ_44D5E0E29742,176.91824
AQ_AB51ECE0024F,178.97134
AQ_3D26129429FD,168.49377
AQ_C92F0D3BBF13,166.25278
AQ_7F1C66997DC2,169.54779
AQ_16AB2CF5E78A,161.29321
AQ_B53FBB902457,168.36226
AQ_C318C9292681,183.4574
AQ_C6637CFEBA32,188.70041
AQ_6739E32A929B,215.8964
AQ_EB5422292753,229.2426
AQ_64B80D588637,235.10693
AQ_E8C963DDB83F,179.44873
AQ_4DF72DB2FC31,104.92114
AQ_DDCEE7DCE3D0,89.58299
AQ_32ECD4D14DCD,92.26541
AQ_E9E28A10A30C,90.19994
AQ_BD032524583C,86.19966
AQ_7594F626645B,128.86958
AQ_410F3A939DBB,142.81905
AQ_EEE47F7F8C2B,132.8545
AQ_642B6485317C,134.76901
AQ_A88227697A1E,119.45659
AQ_087FA1BD4365,133.53465
AQ_098883EED496,155.94798
AQ_CAD5A0AAAA1A,160.40698
AQ_3D8F833C2C5F,140.3609
